age,diet,height,pets,sex,status
26,anything,72,has dogs and dislikes cats,f,single
39,mostly anything,74,NA,m,single
28,other,72,NA,m,single
20,NA,65,NA,f,single
46,NA,62,likes dogs and likes cats,f,single
28,anything,69,likes dogs and likes cats,m,single
29,NA,73,likes dogs and dislikes cats,m,single
30,NA,70,NA,m,single
36,mostly anything,67,has dogs and has cats,m,single
34,NA,69,NA,m,single
39,strictly anything,72,likes dogs and has cats,m,available
33,NA,74,has dogs,m,seeing someone
22,mostly vegetarian,67,likes dogs and has cats,m,single
39,NA,72,has dogs,m,seeing someone
40,mostly anything,70,NA,m,single
34,NA,64,NA,f,single
26,mostly vegetarian,74,likes cats,m,single
30,NA,73,likes dogs,m,single
38,NA,65,likes dogs,f,single
38,NA,70,likes dogs and likes cats,m,single
25,anything,64,NA,f,single
36,mostly vegetarian,62,likes dogs and likes cats,m,single
24,NA,64,likes dogs,f,single
35,anything,67,has dogs,m,single
27,mostly anything,74,has dogs and has cats,m,single
32,mostly anything,67,NA,f,single
40,NA,68,NA,m,single
33,anything,64,has dogs,f,single
33,mostly anything,73,NA,m,single
32,anything,66,likes dogs and likes cats,m,single
34,mostly vegetarian,72,NA,m,single
24,mostly anything,69,NA,m,available
25,mostly vegetarian,62,likes dogs and likes cats,f,single
31,mostly anything,69,likes dogs and likes cats,m,single
35,anything,75,likes dogs and likes cats,m,single
22,mostly vegetarian,68,likes dogs and has cats,m,single
23,mostly anything,64,likes dogs and has cats,f,single
23,mostly anything,70,likes dogs and dislikes cats,f,single
36,NA,69,likes cats,m,single
26,mostly anything,76,NA,m,single
47,mostly anything,73,likes dogs and dislikes cats,m,single
39,anything,60,likes dogs,f,single
26,mostly anything,70,likes dogs and likes cats,f,single
34,anything,64,likes cats,f,single
24,NA,64,NA,f,single
34,mostly anything,71,likes dogs and dislikes cats,m,single
50,NA,68,has dogs and likes cats,m,single
30,strictly anything,70,likes dogs and likes cats,m,single
28,anything,71,NA,m,single
32,anything,69,NA,m,single
38,mostly anything,68,likes dogs and likes cats,f,single
25,strictly anything,64,NA,f,single
24,strictly anything,72,likes dogs and likes cats,m,single
27,NA,73,NA,m,seeing someone
32,mostly anything,69,NA,m,single
31,mostly anything,69,NA,m,single
40,mostly vegetarian,67,has dogs and likes cats,f,single
30,anything,65,likes dogs,f,single
29,NA,69,NA,m,single
27,mostly vegetarian,69,has dogs and dislikes cats,f,single
27,NA,72,NA,m,single
23,strictly anything,68,likes dogs and likes cats,m,single
26,mostly anything,74,likes dogs and dislikes cats,m,single
40,mostly vegan,75,NA,m,available
25,NA,68,NA,m,single
37,NA,73,likes dogs,m,single
35,NA,60,likes dogs and likes cats,f,single
31,NA,73,NA,m,seeing someone
28,vegetarian,69,likes dogs and likes cats,f,single
23,mostly other,70,NA,m,single
38,NA,68,NA,m,single
23,mostly anything,71,likes dogs,m,single
30,strictly anything,72,likes dogs,m,single
22,NA,71,likes dogs and likes cats,m,single
27,strictly anything,74,likes dogs and likes cats,m,single
25,mostly vegetarian,68,has dogs and likes cats,m,single
26,NA,68,likes dogs and likes cats,m,single
25,mostly anything,70,likes dogs,m,single
35,mostly anything,60,dislikes dogs and dislikes cats,f,single
30,NA,70,has dogs,m,single
24,mostly anything,74,likes dogs,m,single
43,NA,68,likes dogs,f,single
26,mostly anything,72,likes dogs and likes cats,f,single
48,NA,71,likes dogs and likes cats,m,single
29,mostly anything,69,has dogs and likes cats,m,single
28,NA,69,has cats,m,single
36,anything,64,likes dogs,f,single
46,mostly anything,65,NA,f,single
23,NA,76,likes dogs and likes cats,m,single
25,NA,74,NA,m,single
59,mostly anything,70,NA,m,single
19,strictly anything,70,NA,m,single
31,mostly anything,73,likes dogs and dislikes cats,m,single
33,mostly anything,63,dislikes cats,f,single
26,NA,71,NA,m,single
21,mostly kosher,66,likes dogs and likes cats,m,single
38,mostly anything,74,likes dogs and likes cats,m,single
31,mostly vegan,69,likes dogs and likes cats,m,single
21,strictly vegetarian,67,likes dogs and has cats,f,single
49,mostly vegetarian,64,has dogs and likes cats,f,single
19,NA,73,NA,m,single
23,NA,69,NA,m,single
42,mostly anything,68,NA,m,available
42,anything,72,has dogs,m,single
46,mostly anything,68,likes cats,m,single
53,NA,68,likes cats,f,single
51,NA,68,likes dogs and likes cats,f,single
37,strictly anything,64,NA,f,single
32,NA,66,likes dogs and likes cats,m,seeing someone
24,NA,64,NA,f,single
29,anything,72,has dogs,m,single
25,vegetarian,70,likes dogs and likes cats,m,single
25,mostly anything,65,NA,f,available
23,mostly anything,67,NA,m,single
35,mostly anything,73,likes dogs,m,single
45,mostly anything,76,NA,m,single
33,mostly anything,68,likes dogs and has cats,m,single
26,NA,70,NA,m,single
30,mostly vegetarian,71,likes dogs and likes cats,m,single
34,mostly vegetarian,68,has dogs and likes cats,f,single
30,mostly anything,70,likes dogs and likes cats,m,single
25,NA,72,likes dogs and likes cats,m,available
43,mostly anything,74,likes cats,m,single
20,mostly anything,67,likes dogs and likes cats,m,single
27,NA,70,NA,m,single
23,NA,71,likes dogs,m,single
27,anything,72,NA,m,single
31,strictly anything,68,likes dogs and likes cats,m,single
23,mostly anything,71,likes dogs and likes cats,m,single
28,mostly vegetarian,72,NA,m,single
27,anything,70,likes dogs,m,single
26,NA,65,likes dogs and has cats,f,single
47,NA,72,NA,m,single
21,NA,68,likes dogs and likes cats,m,single
25,strictly anything,72,likes dogs and likes cats,m,single
28,vegan,63,likes dogs and likes cats,f,single
40,mostly anything,69,has dogs and likes cats,m,single
22,strictly anything,75,likes dogs and likes cats,m,single
40,mostly anything,66,likes cats,f,single
29,strictly anything,72,has dogs,m,single
31,NA,70,NA,m,single
36,strictly anything,74,has dogs and has cats,m,single
26,NA,72,has dogs,m,single
39,NA,68,likes dogs and likes cats,m,single
44,mostly anything,69,has cats,m,single
48,mostly anything,65,likes dogs,f,single
35,mostly anything,71,NA,f,available
28,NA,64,likes dogs and likes cats,f,single
30,strictly anything,72,NA,f,single
25,NA,70,NA,m,single
30,NA,70,NA,m,single
27,NA,69,likes dogs and has cats,f,single
36,strictly anything,67,likes dogs,m,single
29,mostly anything,64,likes dogs,m,single
39,mostly anything,68,likes dogs and dislikes cats,m,single
32,NA,73,likes dogs and has cats,m,single
33,NA,66,NA,f,single
36,mostly anything,61,likes dogs and likes cats,f,seeing someone
25,mostly anything,76,NA,m,single
27,mostly anything,75,NA,m,single
29,mostly anything,72,NA,m,single
30,strictly vegetarian,70,likes cats,m,single
31,NA,66,has dogs,f,single
26,mostly anything,69,likes dogs and likes cats,m,available
24,anything,63,likes dogs,f,single
34,strictly anything,66,likes dogs and likes cats,m,single
24,strictly vegetarian,68,likes dogs and likes cats,m,single
27,mostly other,73,NA,m,single
22,mostly vegetarian,73,NA,m,single
29,NA,64,has dogs,f,single
23,NA,68,NA,f,single
22,anything,68,NA,m,single
21,anything,67,likes dogs and likes cats,f,single
25,mostly anything,67,likes dogs and likes cats,m,single
32,mostly vegetarian,70,likes dogs and likes cats,m,single
32,anything,63,NA,f,single
28,mostly anything,72,likes dogs and has cats,m,single
30,mostly other,72,has dogs,m,single
26,mostly anything,67,NA,m,single
21,mostly vegetarian,66,likes dogs and likes cats,f,single
20,strictly vegetarian,63,NA,f,single
36,strictly anything,73,likes dogs and likes cats,m,single
27,anything,65,likes dogs and likes cats,f,single
27,mostly vegetarian,76,likes dogs,m,single
25,strictly anything,66,likes dogs and likes cats,f,single
44,NA,74,has cats,m,single
40,NA,65,likes cats,f,single
21,strictly anything,71,NA,m,single
31,NA,68,NA,m,single
33,strictly anything,70,likes dogs,m,single
29,mostly anything,62,likes dogs and likes cats,f,single
27,NA,65,likes dogs and likes cats,f,seeing someone
25,anything,67,likes dogs and likes cats,f,single
31,NA,64,NA,f,single
23,NA,62,NA,f,single
26,NA,66,has cats,f,single
25,NA,70,NA,f,single
21,anything,66,has dogs,f,single
22,mostly vegetarian,67,NA,f,single
32,strictly anything,72,likes dogs,m,single
24,strictly anything,67,has dogs and dislikes cats,m,single
27,strictly anything,73,likes dogs,m,single
38,mostly other,65,likes dogs and has cats,f,single
28,other,72,has cats,m,single
32,strictly anything,66,NA,m,single
24,NA,67,has cats,f,single
23,NA,58,likes dogs and likes cats,f,single
45,NA,62,likes dogs and has cats,f,single
47,NA,69,NA,m,single
35,NA,72,likes dogs and likes cats,m,single
42,strictly vegetarian,67,NA,m,single
37,NA,70,likes dogs and has cats,m,single
34,mostly anything,64,likes dogs and likes cats,f,single
26,mostly vegan,70,likes dogs and likes cats,m,single
29,mostly anything,66,NA,m,single
26,mostly anything,70,NA,m,single
22,strictly vegan,64,has dogs and has cats,f,single
36,mostly anything,70,likes dogs and has cats,m,seeing someone
28,strictly anything,66,likes dogs and likes cats,m,single
28,anything,69,likes dogs and likes cats,m,single
41,NA,73,NA,m,single
24,mostly vegetarian,65,NA,f,single
24,anything,66,NA,f,single
27,strictly vegan,72,NA,m,single
32,NA,66,likes dogs and dislikes cats,f,single
27,NA,61,NA,f,single
24,mostly anything,67,NA,m,single
23,mostly anything,74,NA,m,single
27,NA,64,likes dogs and likes cats,m,single
26,vegetarian,74,likes dogs and likes cats,m,single
41,NA,67,likes dogs and likes cats,f,available
34,strictly anything,68,has cats,m,single
40,mostly anything,70,likes dogs and likes cats,m,single
24,strictly anything,65,likes dogs and likes cats,f,single
23,strictly vegetarian,71,likes dogs and likes cats,m,available
30,anything,64,has dogs,m,single
27,mostly anything,67,NA,m,single
29,mostly anything,64,NA,f,single
29,strictly anything,66,NA,f,single
31,mostly anything,71,likes dogs and likes cats,m,single
38,strictly anything,67,likes dogs and likes cats,f,married
28,mostly anything,73,NA,m,single
33,NA,66,likes dogs and likes cats,m,single
28,NA,74,NA,m,single
35,NA,67,likes dogs and has cats,f,single
25,mostly anything,66,likes dogs and likes cats,f,single
31,strictly anything,71,NA,m,single
28,strictly anything,69,likes dogs and likes cats,m,single
30,NA,71,likes cats,m,available
26,strictly anything,68,has dogs,f,single
23,NA,61,has dogs and has cats,f,single
43,NA,75,NA,m,single
24,mostly anything,66,NA,f,single
35,NA,74,likes dogs and likes cats,m,single
30,vegetarian,69,likes dogs and likes cats,m,single
23,strictly vegetarian,62,likes dogs and likes cats,f,single
21,NA,65,has dogs and has cats,f,single
40,NA,60,NA,f,single
26,NA,74,likes dogs and likes cats,m,single
23,NA,68,NA,m,single
23,mostly anything,64,NA,f,single
34,NA,73,NA,m,single
33,NA,64,NA,f,single
25,mostly anything,67,NA,f,single
28,mostly vegetarian,73,has dogs and has cats,m,single
34,strictly anything,66,has dogs,f,single
21,strictly anything,60,likes dogs and has cats,f,single
23,NA,70,NA,f,single
30,anything,69,likes dogs and dislikes cats,m,single
31,NA,67,NA,m,single
37,NA,72,likes dogs,m,single
32,mostly anything,71,has dogs,m,seeing someone
23,mostly anything,65,NA,f,single
28,strictly anything,72,NA,m,single
24,strictly anything,65,likes dogs and likes cats,f,single
40,mostly anything,71,NA,m,available
27,mostly vegetarian,66,NA,f,single
43,NA,69,likes dogs and has cats,m,single
27,strictly other,66,has dogs and likes cats,f,seeing someone
27,NA,74,NA,m,single
23,NA,73,has dogs,m,single
30,anything,64,likes dogs and has cats,f,single
30,anything,64,likes dogs,f,single
29,mostly anything,70,likes dogs and likes cats,f,single
22,mostly vegetarian,66,likes dogs and has cats,f,single
41,NA,74,NA,m,single
23,vegetarian,66,likes dogs and likes cats,f,single
25,strictly anything,66,has dogs and likes cats,f,single
31,anything,68,has dogs and likes cats,f,single
22,mostly anything,61,has dogs,f,single
30,NA,68,NA,m,single
30,other,72,has dogs and dislikes cats,m,single
26,NA,72,has dogs,m,single
40,NA,67,likes dogs and likes cats,m,seeing someone
31,mostly vegetarian,59,likes dogs and likes cats,f,single
34,NA,68,has dogs,f,single
36,mostly anything,65,likes dogs and dislikes cats,f,single
34,NA,66,NA,f,available
23,strictly anything,74,likes dogs and likes cats,m,single
23,mostly anything,67,NA,f,single
45,anything,72,likes dogs and likes cats,m,single
35,strictly vegetarian,71,has dogs and likes cats,m,single
20,mostly anything,66,likes dogs and likes cats,f,single
39,NA,66,dislikes dogs and likes cats,m,available
39,anything,67,NA,m,single
35,mostly anything,67,likes dogs and likes cats,f,single
33,mostly anything,64,likes dogs and has cats,f,single
35,anything,71,likes dogs,m,single
32,strictly anything,72,likes dogs and likes cats,m,single
29,mostly anything,64,likes dogs,f,single
30,strictly anything,69,likes dogs and likes cats,m,single
27,strictly anything,62,likes dogs and likes cats,f,seeing someone
29,mostly vegetarian,67,likes dogs and likes cats,f,single
25,strictly anything,69,NA,m,single
31,mostly anything,70,likes dogs,m,single
22,NA,70,NA,m,single
42,NA,72,likes dogs and likes cats,m,seeing someone
30,strictly anything,69,has dogs,f,single
38,NA,67,likes dogs,m,single
39,NA,74,NA,m,single
47,NA,72,has cats,m,single
35,NA,72,has cats,f,single
42,NA,71,likes dogs and likes cats,m,available
24,anything,67,likes dogs,m,single
43,NA,71,likes dogs,m,single
31,mostly vegetarian,66,likes dogs and likes cats,f,single
26,anything,70,NA,m,single
27,NA,65,NA,f,single
38,NA,67,likes dogs and likes cats,f,single
25,NA,69,NA,m,single
47,anything,71,has cats,m,single
26,mostly anything,65,has dogs,f,single
25,strictly anything,66,NA,m,single
29,NA,70,has dogs and has cats,m,single
36,strictly anything,71,NA,m,single
30,NA,69,has dogs and likes cats,f,single
24,NA,62,NA,f,single
33,NA,65,NA,f,single
31,NA,64,NA,m,single
34,mostly anything,71,likes dogs and likes cats,m,single
38,NA,66,has dogs,m,single
30,NA,65,NA,m,single
35,mostly anything,66,likes dogs and likes cats,f,single
37,mostly anything,60,likes dogs and likes cats,f,single
32,NA,72,likes dogs and likes cats,m,single
28,strictly anything,76,likes dogs,m,single
32,strictly anything,68,likes dogs and likes cats,f,single
25,NA,66,likes dogs and has cats,f,single
40,NA,62,NA,f,single
26,anything,64,likes dogs,f,single
37,mostly anything,67,likes dogs and likes cats,f,single
26,strictly anything,72,likes dogs and likes cats,m,single
26,NA,73,NA,m,single
41,other,74,likes dogs and likes cats,m,single
26,mostly anything,63,has dogs and has cats,f,single
29,mostly anything,68,has dogs and likes cats,f,single
28,NA,65,likes cats,f,seeing someone
37,NA,73,likes dogs and likes cats,m,single
33,strictly vegetarian,65,likes dogs and likes cats,f,single
37,strictly vegetarian,72,NA,m,single
25,mostly vegetarian,66,likes dogs and likes cats,f,single
28,mostly anything,75,NA,m,single
28,mostly anything,64,NA,f,single
33,NA,67,NA,m,single
25,strictly anything,62,likes dogs and likes cats,f,single
26,mostly anything,68,has dogs,f,single
40,NA,75,has dogs,m,single
34,anything,70,has dogs,m,seeing someone
28,NA,68,NA,f,single
34,strictly anything,75,NA,m,single
23,mostly vegetarian,66,likes dogs and likes cats,f,seeing someone
25,mostly anything,72,has cats,m,single
30,NA,66,likes dogs and likes cats,f,single
35,anything,66,has cats,m,single
31,mostly vegetarian,74,NA,m,single
26,anything,68,NA,m,single
26,mostly anything,66,likes dogs,m,single
23,strictly anything,68,likes dogs and likes cats,m,single
25,anything,61,has dogs,f,single
23,NA,66,has dogs and dislikes cats,f,single
45,NA,72,NA,m,single
31,NA,64,likes dogs and has cats,f,single
26,NA,67,likes dogs and dislikes cats,f,single
21,mostly vegetarian,68,has dogs and likes cats,f,single
37,mostly anything,73,likes dogs and likes cats,m,single
26,mostly anything,63,NA,f,single
45,mostly anything,68,NA,m,single
27,NA,70,likes dogs,m,single
27,NA,67,NA,f,single
21,NA,69,NA,m,single
30,mostly anything,67,likes cats,m,single
25,anything,67,has cats,f,single
23,mostly anything,72,likes dogs and likes cats,m,single
22,mostly anything,69,likes dogs and dislikes cats,m,single
36,NA,74,NA,m,single
35,strictly anything,72,likes dogs and has cats,m,single
26,NA,71,NA,m,single
47,NA,72,has dogs and likes cats,m,single
32,mostly anything,74,NA,m,single
35,mostly anything,66,has dogs,f,single
29,anything,72,likes dogs,m,seeing someone
26,mostly anything,63,NA,m,single
24,NA,70,NA,m,single
35,mostly anything,73,likes dogs and likes cats,m,single
24,mostly anything,67,likes dogs and likes cats,m,single
